Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy,Type
0.7044,0.22,0.8013,0.1975,0.4177,0.1667,0.5107,SVCpoly
0.2783,0.21,0.292,0.0884,0.2476,0.5,0.251,SVCpoly
0.6772,0.3133,0.75,0.2468,0.4838,0.0,0.5317,SVCpoly
0.6728,0.3833,0.7307,0.281,0.5285,0.1667,0.557,SVCpoly
0.6839,0.7967,0.6613,0.4566,0.7258,0.8333,0.729,SVCpoly
0.4211,0.1967,0.466,0.1018,0.3027,0.8333,0.3313,SVCpoly
0.5356,0.2567,0.5913,0.1554,0.3892,0.5,0.424,SVCpoly
0.8872,0.9619,0.8645,0.7992,0.9119,0.1667,0.9132,SVCpoly
0.6233,0.4452,0.6775,0.3555,0.5491,0.1667,0.5614,SVCpoly
0.6894,0.2071,0.8362,0.2373,0.4158,0.6667,0.5217,SVCpoly
0.2961,0.6405,0.1913,0.2981,0.35,0.5,0.4159,SVCpoly
0.4283,0.2524,0.4819,0.1706,0.348,0.6667,0.3671,SVCpoly
0.4822,0.3143,0.5333,0.2208,0.4094,0.3333,0.4238,SVCpoly
0.2039,0.531,0.1043,0.2373,0.2354,0.6667,0.3177,SVCpoly
0.4761,0.4976,0.4696,0.307,0.4832,0.0,0.4836,SVCpoly
0.5239,0.7167,0.4652,0.4126,0.5774,0.5,0.5909,SVCpoly
0.9639,0.7333,0.9895,0.8024,0.8517,0.1667,0.8614,SVCpoly
0.56,0.2333,0.5963,0.0959,0.373,0.6667,0.4148,SVCpoly
0.755,0.1944,0.8173,0.137,0.3986,0.0,0.5059,SVCpoly
0.6028,0.5444,0.6093,0.2147,0.5749,0.5,0.5769,SVCpoly
0.875,0.5444,0.9117,0.4663,0.7038,0.1667,0.7281,SVCpoly
0.5722,0.2,0.6136,0.0849,0.3472,0.3333,0.4068,SVCpoly
0.4956,0.7611,0.466,0.2317,0.5954,0.3333,0.6136,SVCpoly
0.5783,0.4,0.5981,0.1606,0.4891,0.1667,0.4991,SVCpoly
0.4144,0.3833,0.4179,0.1157,0.4,0.8333,0.4006,SVCpoly
0.955,0.84,0.978,0.8616,0.9064,0.5,0.909,SVCpoly
0.7839,0.0967,0.9213,0.1279,0.293,0.3333,0.509,SVCpoly
0.795,0.04,0.946,0.0616,0.191,0.1667,0.493,SVCpoly
0.5611,0.65,0.5433,0.3305,0.5942,0.6667,0.5967,SVCpoly
0.3644,0.5367,0.33,0.2197,0.4208,0.6667,0.4333,SVCpoly
0.5417,0.4433,0.5613,0.243,0.4974,0.0,0.5023,SVCpoly
0.4733,0.5767,0.4527,0.2676,0.5109,0.3333,0.5147,SVCpoly
0.4667,0.4367,0.4727,0.2143,0.4541,1.0,0.4547,SVCpoly
0.5094,0.3067,0.55,0.1723,0.4103,0.1667,0.4283,SVCpoly
0.9533,0.9476,0.9551,0.9046,0.9513,0.5,0.9513,SVCpoly
0.525,0.3476,0.579,0.2548,0.4486,0.3333,0.4633,SVCpoly
0.5906,0.1357,0.729,0.134,0.3145,0.1667,0.4323,SVCpoly
0.3078,0.4333,0.2696,0.2262,0.3418,0.6667,0.3514,SVCpoly
0.8128,0.4952,0.9094,0.5529,0.6711,0.5,0.7023,SVCpoly
0.4867,0.4952,0.4841,0.3104,0.4896,0.5,0.4896,SVCpoly
0.2639,0.5024,0.1913,0.2416,0.31,1.0,0.3468,SVCpoly
0.3528,0.5214,0.3014,0.2728,0.3957,0.3333,0.4114,SVCpoly
0.6578,0.3929,0.7384,0.3484,0.5381,0.3333,0.5656,SVCpoly
0.9756,0.8722,0.987,0.8771,0.9273,0.5,0.9296,SVCpoly
0.7578,0.3667,0.8012,0.2324,0.542,0.0,0.584,SVCpoly
0.7322,0.0167,0.8117,0.0123,0.1163,0.0,0.4142,SVCpoly
0.5761,0.3667,0.5994,0.148,0.4687,0.5,0.483,SVCpoly
0.51,0.2833,0.5352,0.1038,0.3893,0.1667,0.4093,SVCpoly
0.7367,0.1556,0.8012,0.1058,0.3526,0.0,0.4784,SVCpoly
0.4772,0.5444,0.4698,0.1727,0.5054,0.5,0.5071,SVCpoly
0.685,0.4611,0.7099,0.2265,0.5721,0.5,0.5855,SVCpoly
0.6167,0.3611,0.6451,0.1591,0.4826,0.3333,0.5031,SVCpoly
0.9828,0.92,0.9953,0.9468,0.9568,0.5,0.9577,SVCpoly
0.6822,0.22,0.7747,0.1875,0.412,0.5,0.4973,SVCpoly
0.7478,0.2767,0.842,0.2675,0.4823,0.6667,0.5593,SVCpoly
0.4583,0.4433,0.4613,0.2146,0.4522,0.6667,0.4523,SVCpoly
0.2856,0.5067,0.2413,0.1912,0.3496,0.5,0.374,SVCpoly
0.57,0.1933,0.6453,0.1306,0.353,0.0,0.4193,SVCpoly
0.5011,0.5467,0.492,0.2676,0.5186,0.5,0.5193,SVCpoly
0.4667,0.5867,0.4427,0.2685,0.5096,1.0,0.5147,SVCpoly
0.5183,0.1933,0.5833,0.1171,0.3329,0.5,0.3883,SVCpoly
0.9794,0.9738,0.9812,0.9568,0.9775,0.5,0.9775,SVCpoly
0.645,0.3595,0.7319,0.3197,0.5114,0.0,0.5457,SVCpoly
0.7144,0.3667,0.8203,0.3746,0.5481,0.3333,0.5935,SVCpoly
0.3306,0.669,0.2275,0.318,0.3898,0.1667,0.4483,SVCpoly
0.4883,0.4976,0.4855,0.3123,0.4915,0.8333,0.4916,SVCpoly
0.5772,0.3714,0.6399,0.2906,0.4871,0.1667,0.5056,SVCpoly
0.5606,0.6929,0.5203,0.4239,0.6004,0.6667,0.6066,SVCpoly
0.4167,0.5881,0.3645,0.32,0.463,1.0,0.4763,SVCpoly
0.425,0.3952,0.4341,0.2426,0.4136,0.6667,0.4146,SVCpoly
0.9608,0.8333,0.9675,0.6818,0.8979,0.8333,0.9004,SVCpoly
0.9278,0.1167,0.9705,0.1361,0.3301,0.0,0.5436,SVCpoly
0.8125,0.3389,0.8374,0.1535,0.5326,0.3333,0.5882,SVCpoly
0.3667,0.6667,0.3509,0.0953,0.4836,0.3333,0.5088,SVCpoly
0.7675,0.4278,0.7854,0.1553,0.579,0.8333,0.6066,SVCpoly
0.7333,0.2667,0.7579,0.0909,0.4492,0.0,0.5123,SVCpoly
0.8556,0.1167,0.8944,0.0747,0.323,0.1667,0.5056,SVCpoly
0.6628,0.4611,0.6734,0.1204,0.5572,0.5,0.5673,SVCpoly
0.6203,0.3722,0.6333,0.0893,0.4855,0.5,0.5028,SVCpoly
0.9606,0.7933,0.9758,0.7701,0.8797,0.5,0.8845,SVCpoly
0.4606,0.6333,0.4448,0.1637,0.5308,1.0,0.5391,SVCpoly
0.8831,0.0367,0.96,0.0495,0.1872,0.0,0.4983,SVCpoly
0.2694,0.8333,0.2182,0.1597,0.4263,1.0,0.5258,SVCpoly
0.8522,0.1667,0.9145,0.1581,0.3895,0.5,0.5406,SVCpoly
0.8747,0.3933,0.9185,0.3435,0.6008,0.0,0.6559,SVCpoly
0.6869,0.2067,0.7306,0.0991,0.3884,0.0,0.4686,SVCpoly
0.9233,0.7233,0.9415,0.6106,0.8247,0.5,0.8324,SVCpoly
0.3706,0.4767,0.3609,0.1122,0.4147,0.1667,0.4188,SVCpoly
0.9819,0.9452,0.9868,0.9243,0.9658,0.5,0.966,SVCpoly
0.5508,0.3405,0.5786,0.1503,0.4438,0.1667,0.4595,SVCpoly
0.6478,0.4286,0.6767,0.221,0.5377,0.1667,0.5527,SVCpoly
0.2231,0.7762,0.15,0.189,0.341,1.0,0.4631,SVCpoly
0.345,0.5262,0.3211,0.1578,0.4105,0.6667,0.4236,SVCpoly
0.6706,0.2119,0.7311,0.1305,0.3935,0.0,0.4715,SVCpoly
0.745,0.2786,0.8066,0.2026,0.4732,0.8333,0.5426,SVCpoly
0.7036,0.2238,0.767,0.1498,0.4143,0.1667,0.4954,SVCpoly
0.6106,0.3643,0.6431,0.179,0.4836,0.0,0.5037,SVCpoly
0.9781,0.8111,0.9868,0.787,0.8945,0.5,0.899,SVCpoly
0.8944,0.0444,0.9392,0.0401,0.2013,0.1667,0.4918,SVCpoly
0.795,0.0833,0.8325,0.0391,0.2634,0.6667,0.4579,SVCpoly
0.4492,0.4667,0.4482,0.0781,0.4571,1.0,0.4575,SVCpoly
0.8322,0.0833,0.8716,0.047,0.2663,0.3333,0.4775,SVCpoly
0.7442,0.1389,0.776,0.0517,0.3265,0.3333,0.4575,SVCpoly
0.2247,0.6111,0.2044,0.073,0.3529,0.6667,0.4077,SVCpoly
0.8636,0.3222,0.8921,0.191,0.536,0.1667,0.6072,SVCpoly
0.7903,0.2444,0.819,0.104,0.4463,0.3333,0.5317,SVCpoly
0.9897,0.9633,0.9921,0.9398,0.9776,0.5,0.9777,SVCpoly
0.8122,0.2833,0.8603,0.2011,0.4937,0.3333,0.5718,SVCpoly
0.8931,0.15,0.9606,0.1894,0.3792,0.0,0.5553,SVCpoly
0.5764,0.5833,0.5758,0.1862,0.5784,1.0,0.5795,SVCpoly
0.6364,0.3867,0.6591,0.1504,0.5045,0.1667,0.5229,SVCpoly
0.6278,0.17,0.6694,0.0707,0.3373,0.0,0.4197,SVCpoly
0.2628,0.8067,0.2133,0.1543,0.4148,0.5,0.51,SVCpoly
0.6153,0.4467,0.6306,0.1623,0.5307,0.3333,0.5386,SVCpoly
0.7603,0.1067,0.8197,0.0688,0.2939,0.0,0.4632,SVCpoly
0.9767,0.8905,0.9881,0.8991,0.938,0.5,0.9393,SVCpoly
0.6769,0.0357,0.7616,0.0251,0.1649,0.0,0.3987,SVCpoly
0.795,0.0619,0.8918,0.0658,0.2349,0.3333,0.4769,SVCpoly
0.2481,0.819,0.1726,0.2026,0.3757,1.0,0.4958,SVCpoly
0.6764,0.4524,0.706,0.2469,0.5651,0.5,0.5792,SVCpoly
0.6408,0.2571,0.6915,0.1434,0.4217,0.3333,0.4743,SVCpoly
0.2611,0.8571,0.1824,0.2131,0.3951,0.6667,0.5198,SVCpoly
0.6364,0.6429,0.6355,0.292,0.6391,0.5,0.6392,SVCpoly
0.7186,0.681,0.7236,0.3607,0.7017,0.1667,0.7023,SVCpoly
0.9794,0.7389,0.9921,0.7813,0.8556,0.5,0.8655,SVCpoly
0.6286,0.1778,0.6523,0.0457,0.3402,0.6667,0.4151,SVCpoly
0.7833,0.1389,0.8173,0.0603,0.331,0.0,0.4781,SVCpoly
0.6011,0.3556,0.614,0.0819,0.4672,0.3333,0.4848,SVCpoly
0.7894,0.2,0.8205,0.0868,0.4051,0.0,0.5102,SVCpoly
0.8053,0.2667,0.8336,0.12,0.4694,0.0,0.5501,SVCpoly
0.3803,0.5278,0.3725,0.0785,0.4433,0.3333,0.4501,SVCpoly
0.6431,0.3333,0.6594,0.0855,0.4677,0.3333,0.4963,SVCpoly
0.5992,0.4722,0.6058,0.1054,0.5349,1.0,0.539,SVCpoly
0.9867,0.8833,0.9961,0.9166,0.9378,0.5,0.9397,SVCpoly
0.6633,0.1333,0.7115,0.0615,0.3064,0.3333,0.4224,SVCpoly
0.8611,0.09,0.9312,0.0971,0.2862,0.1667,0.5106,SVCpoly
0.5272,0.5867,0.5218,0.1714,0.5533,0.5,0.5542,SVCpoly
0.7897,0.1433,0.8485,0.1021,0.3467,0.1667,0.4959,SVCpoly
0.6203,0.1733,0.6609,0.071,0.3382,0.5,0.4171,SVCpoly
0.6528,0.6233,0.6555,0.2302,0.6391,0.5,0.6394,SVCpoly
0.5769,0.5233,0.5818,0.1706,0.5509,0.5,0.5526,SVCpoly
0.8003,0.4467,0.8324,0.2706,0.6081,0.5,0.6395,SVCpoly
0.9847,0.8833,0.9981,0.931,0.939,0.1667,0.9407,SVCpoly
0.8453,0.1905,0.9318,0.2233,0.4213,0.3333,0.5611,SVCpoly
0.7031,0.2262,0.766,0.1507,0.4159,0.0,0.4961,SVCpoly
0.5111,0.5024,0.5123,0.1936,0.5073,0.8333,0.5073,SVCpoly
0.6672,0.4429,0.6969,0.237,0.5554,0.3333,0.5699,SVCpoly
0.7367,0.4,0.7811,0.2617,0.5589,0.3333,0.5906,SVCpoly
0.4725,0.5786,0.4585,0.2036,0.5146,0.3333,0.5185,SVCpoly
0.3778,0.4143,0.373,0.1344,0.3928,0.1667,0.3936,SVCpoly
0.6653,0.231,0.7226,0.1387,0.4081,0.6667,0.4768,SVCpoly
0.9628,0.6333,0.9994,0.7727,0.7954,0.5,0.8164,NuSVCrbf
0.7839,0.2667,0.8414,0.1982,0.4733,0.3333,0.554,NuSVCrbf
0.7044,0.0944,0.7722,0.0605,0.2659,0.0,0.4333,NuSVCrbf
0.3944,0.5056,0.3821,0.1431,0.4393,0.6667,0.4438,NuSVCrbf
0.7656,0.1056,0.8389,0.0819,0.2911,0.0,0.4722,NuSVCrbf
0.5522,0.0833,0.6043,0.0361,0.2226,0.1667,0.3438,NuSVCrbf
0.5217,0.4056,0.5346,0.145,0.4639,0.6667,0.4701,NuSVCrbf
0.7072,0.5222,0.7278,0.2629,0.6162,1.0,0.625,NuSVCrbf
0.6506,0.4611,0.6716,0.2088,0.5565,0.6667,0.5664,NuSVCrbf
0.9767,0.8767,0.9967,0.9258,0.9346,0.1667,0.9367,NuSVCrbf
0.545,0.4267,0.5687,0.2378,0.4917,0.8333,0.4977,NuSVCrbf
0.72,0.2367,0.8167,0.219,0.4382,0.3333,0.5267,NuSVCrbf
0.3606,0.1167,0.4093,0.0573,0.2184,0.3333,0.263,NuSVCrbf
0.7239,0.01,0.8667,0.0119,0.0931,0.0,0.4383,NuSVCrbf
0.6917,0.1933,0.7913,0.172,0.3884,0.1667,0.4923,NuSVCrbf
0.8461,0.51,0.9133,0.5245,0.6822,0.5,0.7117,NuSVCrbf
0.4267,0.2,0.472,0.1043,0.3072,0.8333,0.336,NuSVCrbf
0.6,0.1667,0.6867,0.1232,0.3379,0.6667,0.4267,NuSVCrbf
0.9178,0.7476,0.9696,0.8093,0.8514,0.1667,0.8586,NuSVCrbf
0.7039,0.1405,0.8754,0.1818,0.3504,0.0,0.5079,NuSVCrbf
0.6094,0.069,0.7739,0.0762,0.2311,0.3333,0.4215,NuSVCrbf
0.3339,0.4762,0.2906,0.2502,0.372,0.5,0.3834,NuSVCrbf
0.5333,0.0214,0.6891,0.021,0.1215,0.5,0.3553,NuSVCrbf
0.5411,0.1833,0.65,0.1571,0.3451,0.3333,0.4167,NuSVCrbf
0.2361,0.469,0.1652,0.2227,0.2783,0.6667,0.3171,NuSVCrbf
0.5206,0.3833,0.5623,0.2715,0.4637,0.1667,0.4728,NuSVCrbf
0.5467,0.4714,0.5696,0.3267,0.518,0.3333,0.5205,NuSVCrbf
0.96,0.6167,0.9981,0.7527,0.7832,0.1667,0.8074,NuSVCrbf
0.6761,0.1833,0.7309,0.1017,0.366,0.3333,0.4571,NuSVCrbf
0.7589,0.1278,0.829,0.097,0.3251,0.0,0.4784,NuSVCrbf
0.72,0.4444,0.7506,0.2398,0.5734,0.0,0.5975,NuSVCrbf
0.7906,0.5167,0.821,0.3297,0.6504,0.1667,0.6688,NuSVCrbf
0.7567,0.1778,0.821,0.127,0.3804,0.1667,0.4994,NuSVCrbf
0.6483,0.4111,0.6747,0.1893,0.5258,0.0,0.5429,NuSVCrbf
0.7367,0.3389,0.7809,0.2042,0.5134,0.1667,0.5599,NuSVCrbf
0.5822,0.3444,0.6086,0.1403,0.4537,0.0,0.4765,NuSVCrbf
0.9472,0.7233,0.992,0.8206,0.847,0.3333,0.8577,NuSVCrbf
0.7594,0.12,0.8873,0.1412,0.3235,0.0,0.5037,NuSVCrbf
0.755,0.0633,0.8933,0.0793,0.2377,0.0,0.4783,NuSVCrbf
0.6411,0.48,0.6733,0.3084,0.5685,0.3333,0.5767,NuSVCrbf
0.4161,0.2667,0.446,0.132,0.3444,0.5,0.3563,NuSVCrbf
0.66,0.3467,0.7227,0.2537,0.5005,0.0,0.5347,NuSVCrbf
0.63,0.4567,0.6647,0.2915,0.5508,0.3333,0.5607,NuSVCrbf
0.5061,0.43,0.5213,0.2247,0.4726,0.5,0.4757,NuSVCrbf
0.6539,0.1433,0.756,0.121,0.3253,0.0,0.4497,NuSVCrbf
0.9517,0.8643,0.9783,0.8929,0.9195,0.3333,0.9213,NuSVCrbf
0.4806,0.3905,0.508,0.2597,0.4452,0.5,0.4492,NuSVCrbf
0.5856,0.131,0.7239,0.1285,0.3078,0.0,0.4274,NuSVCrbf
0.4739,0.1857,0.5616,0.1415,0.3229,0.5,0.3737,NuSVCrbf
0.7972,0.2357,0.9681,0.3495,0.4747,0.5,0.6019,NuSVCrbf
0.5956,0.3238,0.6783,0.272,0.4686,0.3333,0.501,NuSVCrbf
0.4211,0.3714,0.4362,0.2304,0.4024,1.0,0.4038,NuSVCrbf
0.4272,0.3738,0.4435,0.2333,0.4066,0.3333,0.4086,NuSVCrbf
0.6944,0.2786,0.821,0.2981,0.4778,0.5,0.5498,NuSVCrbf
0.9689,0.6889,1.0,0.8158,0.83,0.1667,0.8444,NuSVCrbf
0.8611,0.2278,0.9315,0.2471,0.4604,0.0,0.5796,NuSVCrbf
0.8628,0.0111,0.9574,0.0153,0.084,0.0,0.4843,NuSVCrbf
0.6406,0.3222,0.6759,0.1525,0.4661,0.3333,0.4991,NuSVCrbf
0.6306,0.1278,0.6864,0.0655,0.2959,0.0,0.4071,NuSVCrbf
0.815,0.0389,0.9012,0.04,0.1862,0.0,0.4701,NuSVCrbf
0.5089,0.3444,0.5272,0.123,0.4259,0.6667,0.4358,NuSVCrbf
0.8183,0.2778,0.8784,0.2343,0.4932,0.0,0.5781,NuSVCrbf
0.7694,0.2111,0.8315,0.1547,0.4189,0.0,0.5213,NuSVCrbf
0.9728,0.8367,1.0,0.9106,0.9145,0.3333,0.9183,NuSVCrbf
0.7511,0.1133,0.8787,0.1316,0.3137,0.1667,0.496,NuSVCrbf
0.7956,0.1367,0.9273,0.1822,0.3559,0.6667,0.532,NuSVCrbf
0.5661,0.3533,0.6087,0.2151,0.4637,0.6667,0.481,NuSVCrbf
0.5033,0.31,0.542,0.1723,0.4099,0.1667,0.426,NuSVCrbf
0.6444,0.14,0.7453,0.1161,0.3227,0.0,0.4427,NuSVCrbf
0.5483,0.6433,0.5293,0.3218,0.5833,0.1667,0.5863,NuSVCrbf
0.5411,0.3733,0.5747,0.2144,0.4631,1.0,0.474,NuSVCrbf
0.6461,0.1233,0.7507,0.104,0.3042,0.0,0.437,NuSVCrbf
0.9656,0.8714,0.9942,0.9216,0.9306,0.1667,0.9328,NuSVCrbf
0.605,0.1976,0.729,0.1886,0.3782,0.1667,0.4633,NuSVCrbf
0.7294,0.2381,0.879,0.2911,0.4575,0.0,0.5585,NuSVCrbf
0.3639,0.6762,0.2688,0.3315,0.4263,0.6667,0.4725,NuSVCrbf
0.6161,0.3405,0.7,0.2919,0.487,0.5,0.5202,NuSVCrbf
0.6811,0.2595,0.8094,0.2745,0.4575,0.0,0.5345,NuSVCrbf
0.5517,0.6333,0.5268,0.3975,0.5776,0.3333,0.5801,NuSVCrbf
0.4522,0.5738,0.4152,0.3281,0.4879,0.3333,0.4945,NuSVCrbf
0.5967,0.219,0.7116,0.2029,0.394,0.0,0.4653,NuSVCrbf
0.9622,0.2444,1.0,0.3926,0.4942,0.1667,0.6222,NuSVCrbf
0.95,0.0,1.0,0.0,0.0,0.0,0.5,NuSVCrbf
0.9503,0.0056,1.0,0.0109,0.043,0.0,0.5028,NuSVCrbf
0.9508,0.0167,1.0,0.0328,0.1291,0.0,0.5083,NuSVCrbf
0.95,0.0,1.0,0.0,0.0,0.0,0.5,NuSVCrbf
0.95,0.0,1.0,0.0,0.0,0.0,0.5,NuSVCrbf
0.9492,0.0,0.9991,0.0,0.0,0.0,0.4996,NuSVCrbf
0.95,0.0,1.0,0.0,0.0,0.0,0.5,NuSVCrbf
0.8258,0.0,0.8693,0.0,0.0,0.0,0.4346,NuSVCrbf
0.965,0.59,0.9991,0.7374,0.7677,0.5,0.7945,NuSVCrbf
0.7233,0.3633,0.7561,0.1796,0.5241,0.5,0.5597,NuSVCrbf
0.8811,0.0167,0.9597,0.0227,0.1219,0.0,0.4882,NuSVCrbf
0.5606,0.6233,0.5548,0.1914,0.5878,0.8333,0.5891,NuSVCrbf
0.8875,0.05,0.9636,0.0691,0.2195,0.0,0.5068,NuSVCrbf
0.925,0.1133,0.9988,0.2011,0.3364,0.0,0.5561,NuSVCrbf
0.9142,0.08,0.99,0.1342,0.2802,0.0,0.535,NuSVCrbf
0.9367,0.2433,0.9997,0.389,0.4916,0.0,0.6215,NuSVCrbf
0.63,0.1933,0.6697,0.0801,0.3596,0.0,0.4315,NuSVCrbf
0.9772,0.8071,0.9997,0.8921,0.8983,0.1667,0.9034,NuSVCrbf
0.6769,0.2929,0.7277,0.1745,0.4613,0.1667,0.5103,NuSVCrbf
0.7181,0.3524,0.7664,0.2258,0.5196,0.1667,0.5594,NuSVCrbf
0.36,0.4786,0.3443,0.1486,0.4059,0.8333,0.4115,NuSVCrbf
0.3981,0.3643,0.4025,0.1237,0.3822,0.0,0.3834,NuSVCrbf
0.6383,0.1476,0.7031,0.087,0.3186,0.3333,0.4254,NuSVCrbf
0.8792,0.0905,0.9833,0.1487,0.2982,0.5,0.5369,NuSVCrbf
0.7556,0.0905,0.8434,0.0795,0.2762,0.0,0.4669,NuSVCrbf
0.7789,0.219,0.8528,0.1877,0.4322,0.0,0.5359,NuSVCrbf
0.955,0.1,1.0,0.181,0.3142,0.0,0.55,NuSVCrbf
0.9436,0.0111,0.9927,0.0196,0.0858,0.0,0.5019,NuSVCrbf
0.9353,0.0,0.9845,0.0,0.0,0.0,0.4923,NuSVCrbf
0.8889,0.15,0.9278,0.1183,0.3717,0.3333,0.5389,NuSVCrbf
0.9456,0.0,0.9953,0.0,0.0,0.0,0.4977,NuSVCrbf
0.9483,0.0,0.9982,0.0,0.0,0.0,0.4991,NuSVCrbf
0.7756,0.0667,0.8129,0.0289,0.2328,0.0,0.4398,NuSVCrbf
0.9503,0.0056,1.0,0.0109,0.043,0.0,0.5028,NuSVCrbf
0.9489,0.0,0.9988,0.0,0.0,0.0,0.4994,NuSVCrbf
0.9728,0.6733,1.0,0.8046,0.8205,0.5,0.8367,NuSVCrbf
0.8772,0.1967,0.9391,0.211,0.4264,0.1667,0.5679,NuSVCrbf
0.8964,0.0933,0.9694,0.1305,0.3004,0.0,0.5314,NuSVCrbf
0.6269,0.55,0.6339,0.1967,0.5891,0.6667,0.592,NuSVCrbf
0.7167,0.21,0.7627,0.11,0.4002,0.5,0.4864,NuSVCrbf
0.65,0.0933,0.7006,0.0426,0.2557,0.0,0.397,NuSVCrbf
0.5836,0.55,0.5867,0.1805,0.568,0.1667,0.5683,NuSVCrbf
0.6533,0.4367,0.673,0.1735,0.5421,0.3333,0.5548,NuSVCrbf
0.8219,0.1167,0.8861,0.0986,0.3213,0.0,0.5014,NuSVCrbf
0.9683,0.7333,0.9994,0.8427,0.8555,0.5,0.8664,NuSVCrbf
0.5792,0.0667,0.6469,0.0356,0.2076,0.0,0.3568,NuSVCrbf
0.7336,0.0357,0.8258,0.0298,0.1652,0.3333,0.4308,NuSVCrbf
0.4306,0.7667,0.3862,0.239,0.5441,0.6667,0.5764,NuSVCrbf
0.7803,0.3071,0.8428,0.2462,0.5088,0.5,0.575,NuSVCrbf
0.7394,0.1881,0.8123,0.1446,0.3903,0.1667,0.5002,NuSVCrbf
0.5175,0.7095,0.4921,0.2557,0.5909,0.5,0.6008,NuSVCrbf
0.5769,0.6071,0.573,0.2509,0.5897,0.8333,0.59,NuSVCrbf
0.8239,0.5024,0.8664,0.3998,0.6597,0.0,0.6844,NuSVCrbf
0.9553,0.1056,1.0,0.1895,0.3215,0.1667,0.5528,NuSVCrbf
0.9403,0.0,0.9898,0.0,0.0,0.0,0.4949,NuSVCrbf
0.95,0.0,1.0,0.0,0.0,0.0,0.5,NuSVCrbf
0.9464,0.0222,0.995,0.0389,0.1465,0.0,0.5086,NuSVCrbf
0.9489,0.0,0.9988,0.0,0.0,0.0,0.4994,NuSVCrbf
0.95,0.0,1.0,0.0,0.0,0.0,0.5,NuSVCrbf
0.8533,0.0333,0.8965,0.0226,0.1414,0.0,0.4649,NuSVCrbf
0.9439,0.0111,0.993,0.0199,0.0858,0.0,0.502,NuSVCrbf
0.9503,0.0111,0.9997,0.0219,0.0861,0.0,0.5054,NuSVCrbf
0.9739,0.6867,1.0,0.8142,0.8286,0.5,0.8433,NuSVCrbf
0.83,0.0267,0.903,0.0257,0.153,0.0,0.4648,NuSVCrbf
0.9017,0.03,0.9809,0.0477,0.1671,0.0,0.5055,NuSVCrbf
0.6497,0.2567,0.6855,0.1089,0.4194,0.1667,0.4711,NuSVCrbf
0.8653,0.0833,0.9364,0.0946,0.2778,0.1667,0.5098,NuSVCrbf
0.8089,0.05,0.8779,0.0418,0.2095,0.0,0.4639,NuSVCrbf
0.7603,0.3867,0.7942,0.212,0.5541,0.5,0.5905,NuSVCrbf
0.8136,0.2233,0.8673,0.1658,0.4383,0.0,0.5453,NuSVCrbf
0.8653,0.1533,0.93,0.1584,0.3755,0.3333,0.5417,NuSVCrbf
0.9792,0.8238,0.9997,0.9022,0.9075,0.5,0.9117,NuSVCrbf
0.8542,0.081,0.9563,0.1147,0.2782,0.0,0.5186,NuSVCrbf
0.7378,0.1738,0.8123,0.1339,0.3757,0.3333,0.493,NuSVCrbf
0.5689,0.4119,0.5896,0.1822,0.4925,0.6667,0.5008,NuSVCrbf
0.7225,0.3738,0.7686,0.2392,0.5359,0.0,0.5712,NuSVCrbf
0.7772,0.2738,0.8437,0.2227,0.4804,0.0,0.5588,NuSVCrbf
0.5214,0.5071,0.5233,0.1986,0.5151,0.1667,0.5152,NuSVCrbf
0.5153,0.4286,0.5267,0.171,0.4751,0.6667,0.4777,NuSVCrbf
0.7006,0.1762,0.7698,0.1209,0.3679,0.8333,0.473,NuSVCrbf
0.9539,0.5667,0.9969,0.7065,0.7489,0.3333,0.7818,SVCsigmoid
0.3656,0.5222,0.3481,0.1413,0.4259,0.5,0.4352,SVCsigmoid
0.7689,0.0944,0.8438,0.0759,0.2821,0.5,0.4691,SVCsigmoid
0.4956,0.2556,0.5222,0.0919,0.365,0.3333,0.3889,SVCsigmoid
0.57,0.4167,0.587,0.1622,0.4941,0.5,0.5019,SVCsigmoid
0.2706,0.7389,0.2185,0.1677,0.3985,0.6667,0.4787,SVCsigmoid
0.515,0.2889,0.5401,0.1062,0.3932,0.5,0.4145,SVCsigmoid
0.7939,0.1944,0.8605,0.1549,0.3994,0.3333,0.5275,SVCsigmoid
0.4967,0.0389,0.5475,0.0153,0.1453,0.0,0.2932,SVCsigmoid
0.6067,0.9,0.548,0.4327,0.7023,0.5,0.724,SVCsigmoid
0.3167,0.51,0.278,0.1993,0.3765,1.0,0.394,SVCsigmoid
0.1667,1.0,0.0,0.2857,0.0,1.0,0.5,SVCsigmoid
0.1667,1.0,0.0,0.2857,0.0,1.0,0.5,SVCsigmoid
0.5117,0.7067,0.4727,0.3255,0.5779,0.3333,0.5897,SVCsigmoid
0.4911,0.58,0.4733,0.2755,0.5239,0.6667,0.5267,SVCsigmoid
0.4244,0.4867,0.412,0.2201,0.4477,0.6667,0.4493,SVCsigmoid
0.4439,0.2967,0.4733,0.151,0.3747,0.8333,0.385,SVCsigmoid
0.3483,0.6767,0.2827,0.2571,0.437,0.6667,0.4797,SVCsigmoid
0.5161,0.931,0.3899,0.4732,0.6024,0.5,0.6604,SVCsigmoid
0.2333,1.0,0.0,0.3784,0.0,1.0,0.5,SVCsigmoid
0.4139,0.7405,0.3145,0.3709,0.4826,0.6667,0.5275,SVCsigmoid
0.4839,0.6286,0.4399,0.3624,0.5258,0.0,0.5342,SVCsigmoid
