Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy,Type
0.3961,0.0571,0.4993,0.0424,0.1683,0.3333,0.2782,GaussianProcessClassifier
0.5861,0.231,0.6942,0.207,0.4001,0.0,0.4626,GaussianProcessClassifier
0.6311,0.1071,0.7906,0.1194,0.291,0.1667,0.4489,GaussianProcessClassifier
0.9322,0.35,0.9969,0.5061,0.5893,0.1667,0.6735,GaussianProcessClassifier
0.7533,0.0389,0.8327,0.0309,0.1792,0.0,0.4358,GaussianProcessClassifier
0.8456,0.0556,0.9333,0.0694,0.2198,0.0,0.4944,GaussianProcessClassifier
0.8611,0.2667,0.9272,0.2777,0.4953,0.0,0.5969,GaussianProcessClassifier
0.8789,0.2556,0.9481,0.2971,0.4883,0.1667,0.6019,GaussianProcessClassifier
0.8056,0.1056,0.8833,0.096,0.2985,0.0,0.4944,GaussianProcessClassifier
0.86,0.1611,0.9377,0.1857,0.3865,0.0,0.5494,GaussianProcessClassifier
0.8444,0.1,0.9272,0.1139,0.3045,0.0,0.5136,GaussianProcessClassifier
0.7772,0.1,0.8525,0.0817,0.2895,0.0,0.4762,GaussianProcessClassifier
0.91,0.4667,0.9987,0.6334,0.6826,0.3333,0.7327,GaussianProcessClassifier
0.7728,0.03,0.9213,0.0416,0.1599,0.0,0.4757,GaussianProcessClassifier
0.7928,0.0633,0.9387,0.0929,0.2437,0.0,0.501,GaussianProcessClassifier
0.7872,0.2267,0.8993,0.262,0.4514,0.3333,0.563,GaussianProcessClassifier
0.665,0.1567,0.7667,0.1348,0.3464,0.0,0.4617,GaussianProcessClassifier
0.7617,0.2333,0.8673,0.2475,0.4491,0.0,0.5503,GaussianProcessClassifier
0.76,0.1933,0.8733,0.2113,0.4104,0.0,0.5333,GaussianProcessClassifier
0.71,0.0533,0.8413,0.0583,0.2117,0.1667,0.4473,GaussianProcessClassifier
0.7172,0.0967,0.8413,0.1025,0.2833,0.0,0.469,GaussianProcessClassifier
0.9289,0.719,0.9928,0.8251,0.8448,0.3333,0.8559,GaussianProcessClassifier
0.5261,0.3214,0.5884,0.2402,0.4346,0.3333,0.4549,GaussianProcessClassifier
0.58,0.1262,0.7181,0.123,0.301,0.0,0.4222,GaussianProcessClassifier
0.5806,0.1238,0.7196,0.1211,0.2985,0.1667,0.4217,GaussianProcessClassifier
0.7744,0.1548,0.963,0.2404,0.3816,0.3333,0.5589,GaussianProcessClassifier
0.5839,0.2262,0.6928,0.2024,0.3958,0.3333,0.4595,GaussianProcessClassifier
0.6144,0.2071,0.7384,0.2004,0.3901,0.6667,0.4728,GaussianProcessClassifier
0.5156,0.2095,0.6087,0.1671,0.3545,0.3333,0.4091,GaussianProcessClassifier
0.7511,0.2429,0.9058,0.3109,0.4662,0.3333,0.5743,GaussianProcessClassifier
0.9489,0.5778,0.9901,0.6932,0.7563,0.1667,0.784,GaussianProcessClassifier
0.8239,0.15,0.8988,0.1467,0.3663,0.0,0.5244,GaussianProcessClassifier
0.8056,0.0222,0.8926,0.0247,0.0825,0.0,0.4574,GaussianProcessClassifier
0.7789,0.0833,0.8562,0.0695,0.2639,0.0,0.4698,GaussianProcessClassifier
0.6939,0.1444,0.7549,0.0862,0.3301,0.1667,0.4497,GaussianProcessClassifier
0.84,0.0444,0.9284,0.053,0.2023,0.0,0.4864,GaussianProcessClassifier
0.77,0.1556,0.8383,0.1188,0.3593,0.3333,0.4969,GaussianProcessClassifier
0.8178,0.1833,0.8883,0.1669,0.4026,0.3333,0.5358,GaussianProcessClassifier
0.8094,0.1278,0.8852,0.1165,0.3323,0.3333,0.5065,GaussianProcessClassifier
0.9456,0.71,0.9927,0.8118,0.8389,0.3333,0.8513,GaussianProcessClassifier
0.6933,0.1833,0.7953,0.1644,0.3789,0.1667,0.4893,GaussianProcessClassifier
0.7511,0.21,0.8593,0.2197,0.424,0.3333,0.5347,GaussianProcessClassifier
0.6944,0.23,0.7873,0.2004,0.4252,0.3333,0.5087,GaussianProcessClassifier
0.6039,0.2333,0.678,0.1643,0.3975,0.0,0.4557,GaussianProcessClassifier
0.695,0.1067,0.8127,0.1044,0.2944,0.0,0.4597,GaussianProcessClassifier
0.6956,0.2667,0.7813,0.226,0.4564,0.1667,0.524,GaussianProcessClassifier
0.6756,0.32,0.7467,0.2471,0.487,1.0,0.5333,GaussianProcessClassifier
0.7122,0.0967,0.8353,0.1013,0.2824,0.0,0.466,GaussianProcessClassifier
0.9267,0.8048,0.9638,0.8366,0.8807,0.1667,0.8843,GaussianProcessClassifier
0.6139,0.2452,0.7261,0.229,0.422,0.0,0.4857,GaussianProcessClassifier
0.7017,0.2714,0.8326,0.2977,0.475,0.0,0.552,GaussianProcessClassifier
0.5717,0.4238,0.6167,0.3158,0.511,0.5,0.5202,GaussianProcessClassifier
0.6311,0.3024,0.7312,0.2768,0.4701,0.5,0.5168,GaussianProcessClassifier
0.6794,0.2595,0.8072,0.2744,0.4572,0.0,0.5334,GaussianProcessClassifier
0.6561,0.4929,0.7058,0.4003,0.5883,0.1667,0.5993,GaussianProcessClassifier
0.6094,0.3571,0.6862,0.2991,0.4949,0.3333,0.5217,GaussianProcessClassifier
0.6039,0.2119,0.7232,0.1999,0.3912,0.3333,0.4675,GaussianProcessClassifier
0.9756,0.5778,0.9965,0.7025,0.7585,0.5,0.7871,GaussianProcessClassifier
0.9514,0.0278,1.0,0.0539,0.1647,0.0,0.5139,GaussianProcessClassifier
0.9508,0.0278,0.9994,0.0533,0.1647,0.0,0.5136,GaussianProcessClassifier
0.8803,0.0333,0.9249,0.0271,0.1756,0.0,0.4791,GaussianProcessClassifier
0.9503,0.0056,1.0,0.0109,0.043,0.0,0.5028,GaussianProcessClassifier
0.945,0.0,0.9947,0.0,0.0,0.0,0.4974,GaussianProcessClassifier
0.9278,0.0444,0.9743,0.0576,0.2072,0.0,0.5094,GaussianProcessClassifier
0.9303,0.0333,0.9775,0.0456,0.1805,0.0,0.5054,GaussianProcessClassifier
0.7994,0.0278,0.8401,0.0137,0.151,0.0,0.4339,GaussianProcessClassifier
0.9522,0.4367,0.9991,0.6011,0.6588,0.5,0.7179,GaussianProcessClassifier
0.8003,0.2667,0.8488,0.182,0.4757,0.5,0.5577,GaussianProcessClassifier
0.9153,0.0,0.9985,0.0,0.0,0.0,0.4992,GaussianProcessClassifier
0.7158,0.4167,0.743,0.1964,0.5564,0.5,0.5798,GaussianProcessClassifier
0.905,0.0033,0.987,0.0057,0.0331,0.0,0.4952,GaussianProcessClassifier
0.9244,0.1,0.9994,0.1807,0.3161,0.0,0.5497,GaussianProcessClassifier
0.835,0.03,0.9082,0.0295,0.1651,0.0,0.4691,GaussianProcessClassifier
0.9214,0.0567,1.0,0.1054,0.2219,0.0,0.5283,GaussianProcessClassifier
0.9161,0.0,0.9994,0.0,0.0,0.0,0.4997,GaussianProcessClassifier
0.9683,0.731,0.9997,0.8434,0.8548,0.1667,0.8653,GaussianProcessClassifier
0.81,0.2214,0.8877,0.2135,0.4423,0.1667,0.5546,GaussianProcessClassifier
0.8642,0.2714,0.9425,0.3178,0.5054,0.1667,0.6069,GaussianProcessClassifier
0.5225,0.1143,0.5764,0.0529,0.2566,0.0,0.3454,GaussianProcessClassifier
0.7,0.1833,0.7682,0.1247,0.375,0.1667,0.4758,GaussianProcessClassifier
0.8636,0.0357,0.973,0.0578,0.1843,0.0,0.5043,GaussianProcessClassifier
0.8686,0.0048,0.9827,0.0082,0.0558,0.0,0.4937,GaussianProcessClassifier
0.7794,0.1214,0.8664,0.114,0.3241,0.1667,0.4939,GaussianProcessClassifier
0.8844,0.0095,1.0,0.0188,0.0962,0.0,0.5048,GaussianProcessClassifier
0.9725,0.4667,0.9991,0.6284,0.6819,0.3333,0.7329,GaussianProcessClassifier
0.9008,0.0556,0.9453,0.054,0.2267,0.0,0.5004,GaussianProcessClassifier
0.8969,0.0222,0.943,0.0217,0.1184,0.0,0.4826,GaussianProcessClassifier
0.8481,0.15,0.8848,0.0888,0.3589,0.3333,0.5174,GaussianProcessClassifier
0.9367,0.0111,0.9854,0.0175,0.0605,0.0,0.4982,GaussianProcessClassifier
0.9158,0.0,0.964,0.0,0.0,0.0,0.482,GaussianProcessClassifier
0.7308,0.0722,0.7655,0.0263,0.2349,0.0,0.4189,GaussianProcessClassifier
0.9419,0.0722,0.9877,0.111,0.2524,0.0,0.53,GaussianProcessClassifier
0.9286,0.0111,0.9769,0.0153,0.0851,0.0,0.494,GaussianProcessClassifier
0.9564,0.4767,1.0,0.6449,0.69,0.3333,0.7383,GaussianProcessClassifier
0.9061,0.0933,0.98,0.1424,0.3021,0.1667,0.5367,GaussianProcessClassifier
0.9136,0.0633,0.9909,0.109,0.2504,0.0,0.5271,GaussianProcessClassifier
0.7897,0.3433,0.8303,0.213,0.5318,0.3333,0.5868,GaussianProcessClassifier
0.805,0.1867,0.8612,0.1375,0.3993,0.1667,0.5239,GaussianProcessClassifier
0.8144,0.02,0.8867,0.0177,0.1332,0.0,0.4533,GaussianProcessClassifier
0.8319,0.1633,0.8927,0.139,0.38,0.0,0.528,GaussianProcessClassifier
0.8558,0.0933,0.9252,0.0974,0.2925,0.0,0.5092,GaussianProcessClassifier
0.8786,0.0567,0.9533,0.0722,0.2322,0.0,0.505,GaussianProcessClassifier
0.9592,0.6595,0.9987,0.7882,0.8105,0.1667,0.8291,GaussianProcessClassifier
0.705,0.0214,0.7953,0.0167,0.1305,0.0,0.4084,GaussianProcessClassifier
0.8156,0.0024,0.923,0.0031,0.0272,0.3333,0.4627,GaussianProcessClassifier
0.5797,0.4238,0.6003,0.1905,0.5043,0.5,0.5121,GaussianProcessClassifier
0.8222,0.1405,0.9123,0.1559,0.3578,0.5,0.5264,GaussianProcessClassifier
0.8447,0.0738,0.9465,0.0995,0.2624,0.0,0.5102,GaussianProcessClassifier
0.7419,0.3881,0.7887,0.2606,0.5528,0.3333,0.5884,GaussianProcessClassifier
0.8186,0.2952,0.8877,0.2752,0.5119,0.0,0.5915,GaussianProcessClassifier
0.8633,0.319,0.9352,0.3529,0.5455,0.0,0.6271,GaussianProcessClassifier
0.9656,0.4,0.9953,0.5357,0.6299,0.5,0.6977,GaussianProcessClassifier
0.8592,0.05,0.9018,0.0347,0.2071,0.5,0.4759,GaussianProcessClassifier
0.8861,0.1,0.9275,0.0807,0.3045,0.0,0.5137,GaussianProcessClassifier
0.8944,0.1222,0.9351,0.1035,0.3373,0.0,0.5287,GaussianProcessClassifier
0.9236,0.0556,0.9693,0.0671,0.2293,0.0,0.5124,GaussianProcessClassifier
0.9022,0.1167,0.9436,0.1066,0.3318,0.0,0.5301,GaussianProcessClassifier
0.7858,0.1167,0.8211,0.0519,0.3081,0.0,0.4689,GaussianProcessClassifier
0.9036,0.0944,0.9462,0.0896,0.298,0.0,0.5203,GaussianProcessClassifier
0.8858,0.0611,0.9292,0.0502,0.2363,0.0,0.4952,GaussianProcessClassifier
0.9528,0.4833,0.9955,0.6298,0.6929,0.5,0.7394,GaussianProcessClassifier
0.8275,0.0667,0.8967,0.0606,0.2443,0.0,0.4817,GaussianProcessClassifier
0.8422,0.07,0.9124,0.0694,0.2516,0.0,0.4912,GaussianProcessClassifier
0.7836,0.16,0.8403,0.11,0.3664,0.1667,0.5002,GaussianProcessClassifier
0.8517,0.1,0.92,0.1011,0.3033,0.1667,0.51,GaussianProcessClassifier
0.8536,0.08,0.9239,0.0835,0.2719,0.0,0.502,GaussianProcessClassifier
0.85,0.1533,0.9133,0.1456,0.374,0.0,0.5333,GaussianProcessClassifier
0.8519,0.18,0.913,0.1668,0.3994,0.0,0.5465,GaussianProcessClassifier
0.845,0.06,0.9164,0.0586,0.2281,0.0,0.4882,GaussianProcessClassifier
0.9519,0.6429,0.9928,0.757,0.7987,0.1667,0.8178,GaussianProcessClassifier
0.8361,0.0595,0.9387,0.0781,0.235,0.0,0.4991,GaussianProcessClassifier
0.79,0.1619,0.873,0.1523,0.3756,0.0,0.5174,GaussianProcessClassifier
0.7144,0.1643,0.7871,0.1191,0.3591,0.3333,0.4757,GaussianProcessClassifier
0.7711,0.1738,0.85,0.1499,0.3804,0.0,0.5119,GaussianProcessClassifier
0.8197,0.1333,0.9104,0.1474,0.348,0.0,0.5219,GaussianProcessClassifier
0.7628,0.1429,0.8447,0.1231,0.3471,0.0,0.4938,GaussianProcessClassifier
0.7131,0.25,0.7742,0.169,0.4396,0.5,0.5121,GaussianProcessClassifier
0.7703,0.169,0.8497,0.1468,0.3786,0.3333,0.5094,GaussianProcessClassifier
0.3467,1.0,0.2741,0.2344,0.5235,0.8333,0.637,NuSVCsigmoid
0.1433,0.9333,0.0556,0.1789,0.2272,1.0,0.4944,NuSVCsigmoid
0.3456,0.8444,0.2901,0.2052,0.495,0.8333,0.5673,NuSVCsigmoid
0.095,0.8944,0.0062,0.165,0.0736,0.6667,0.4503,NuSVCsigmoid
0.2589,0.7444,0.2049,0.1672,0.3903,0.1667,0.4747,NuSVCsigmoid
0.16,0.6889,0.1012,0.1409,0.2638,0.6667,0.3951,NuSVCsigmoid
0.1328,0.6889,0.071,0.137,0.2206,0.6667,0.3799,NuSVCsigmoid
0.4,1.0,0.3333,0.25,0.5773,1.0,0.6667,NuSVCsigmoid
0.23,0.8944,0.1562,0.1885,0.3737,0.8333,0.5253,NuSVCsigmoid
0.6811,0.8467,0.648,0.4697,0.7407,0.5,0.7473,NuSVCsigmoid
0.1794,0.7367,0.068,0.2303,0.2226,0.6667,0.4023,NuSVCsigmoid
0.7817,0.69,0.8,0.5125,0.7425,0.1667,0.745,NuSVCsigmoid
0.315,0.7267,0.2327,0.2613,0.4107,1.0,0.4797,NuSVCsigmoid
0.3322,0.58,0.2827,0.2245,0.4043,0.6667,0.4313,NuSVCsigmoid
0.3156,0.8967,0.1993,0.3039,0.4227,1.0,0.548,NuSVCsigmoid
0.4822,0.9533,0.388,0.3805,0.6081,0.6667,0.6707,NuSVCsigmoid
0.2344,0.75,0.1313,0.2462,0.3138,0.6667,0.4407,NuSVCsigmoid
0.1083,0.4233,0.0453,0.1366,0.1384,1.0,0.2343,NuSVCsigmoid
0.6289,0.9952,0.5174,0.5559,0.7176,0.5,0.7563,NuSVCsigmoid
0.2244,0.6857,0.0841,0.2921,0.24,0.8333,0.3849,NuSVCsigmoid
0.3622,0.2881,0.3848,0.174,0.3327,0.6667,0.3364,NuSVCsigmoid
0.2883,0.6881,0.1667,0.3108,0.3381,1.0,0.4274,NuSVCsigmoid
0.445,0.5333,0.4181,0.3096,0.4722,0.5,0.4757,NuSVCsigmoid
0.4372,0.7762,0.3341,0.3915,0.509,1.0,0.5551,NuSVCsigmoid
0.4983,0.7714,0.4152,0.418,0.5659,0.6667,0.5933,NuSVCsigmoid
0.3783,0.9881,0.1928,0.4259,0.4364,1.0,0.5904,NuSVCsigmoid
0.4294,0.8857,0.2906,0.4202,0.5065,1.0,0.5881,NuSVCsigmoid
0.5239,0.9,0.4821,0.2744,0.6587,1.0,0.691,NuSVCsigmoid
0.2183,0.8,0.1537,0.1699,0.3506,1.0,0.4769,NuSVCsigmoid
0.3128,0.7333,0.266,0.1762,0.4416,1.0,0.4997,NuSVCsigmoid
0.4422,0.8389,0.3981,0.2314,0.5779,0.6667,0.6185,NuSVCsigmoid
0.1767,0.8722,0.0994,0.1749,0.2941,1.0,0.4858,NuSVCsigmoid
0.2644,0.7833,0.2068,0.1757,0.4023,1.0,0.4951,NuSVCsigmoid
0.2239,0.9278,0.1457,0.1929,0.3676,1.0,0.5367,NuSVCsigmoid
0.1856,0.8944,0.1068,0.1801,0.3089,1.0,0.5006,NuSVCsigmoid
0.37,0.7778,0.3247,0.1981,0.5025,1.0,0.5512,NuSVCsigmoid
0.4617,0.9167,0.3707,0.3621,0.5828,0.8333,0.6437,NuSVCsigmoid
0.2389,0.7033,0.146,0.2354,0.3193,0.6667,0.4247,NuSVCsigmoid
0.4639,0.7767,0.4013,0.3256,0.558,0.8333,0.589,NuSVCsigmoid
0.4067,0.78,0.332,0.3047,0.5089,1.0,0.556,NuSVCsigmoid
0.1928,0.9,0.0513,0.2709,0.2141,1.0,0.4757,NuSVCsigmoid
0.3117,0.6933,0.2353,0.2513,0.4038,0.5,0.4643,NuSVCsigmoid
0.2172,0.8933,0.082,0.2756,0.2702,1.0,0.4877,NuSVCsigmoid
0.1706,0.9433,0.016,0.2749,0.1224,1.0,0.4797,NuSVCsigmoid
0.3033,0.8433,0.1953,0.2874,0.4057,0.5,0.5193,NuSVCsigmoid
0.4683,0.7548,0.3812,0.3991,0.5357,0.8333,0.568,NuSVCsigmoid
0.3061,0.769,0.1652,0.3409,0.3564,0.5,0.4671,NuSVCsigmoid
0.2683,0.6048,0.1659,0.2783,0.3167,0.5,0.3854,NuSVCsigmoid
0.42,0.5619,0.3768,0.3115,0.4601,1.0,0.4694,NuSVCsigmoid
0.6839,0.35,0.7855,0.3408,0.524,0.6667,0.5678,NuSVCsigmoid
0.2644,0.8595,0.0833,0.3529,0.2676,1.0,0.4714,NuSVCsigmoid
0.2761,0.9548,0.0696,0.381,0.2576,1.0,0.5122,NuSVCsigmoid
0.2611,0.8429,0.0841,0.3474,0.2662,1.0,0.4635,NuSVCsigmoid
0.3861,0.7857,0.2645,0.374,0.4559,0.1667,0.5251,NuSVCsigmoid
0.4489,0.9333,0.3951,0.2531,0.6065,0.6667,0.6642,NuSVCsigmoid
0.3167,0.7389,0.2698,0.1779,0.4464,0.6667,0.5043,NuSVCsigmoid
0.2128,0.5667,0.1735,0.1259,0.3133,0.1667,0.3701,NuSVCsigmoid
0.2183,0.9278,0.1395,0.192,0.359,0.8333,0.5336,NuSVCsigmoid
0.265,0.8167,0.2037,0.182,0.4079,0.3333,0.5102,NuSVCsigmoid
0.2311,0.9222,0.1543,0.1935,0.3772,0.8333,0.5383,NuSVCsigmoid
0.2533,0.7778,0.1951,0.1723,0.3881,0.5,0.4864,NuSVCsigmoid
0.16,0.85,0.0833,0.1683,0.2659,1.0,0.4667,NuSVCsigmoid
0.2211,0.9444,0.1407,0.1952,0.3646,1.0,0.5426,NuSVCsigmoid
0.8722,0.4667,0.9533,0.5455,0.6645,0.3333,0.71,NuSVCsigmoid
0.365,0.6167,0.3147,0.2444,0.4398,0.6667,0.4657,NuSVCsigmoid
0.4328,0.8367,0.352,0.3296,0.5427,1.0,0.5943,NuSVCsigmoid
0.3178,0.6833,0.2447,0.2503,0.4089,1.0,0.464,NuSVCsigmoid
0.2972,0.6467,0.2273,0.2347,0.3834,0.6667,0.437,NuSVCsigmoid
0.2956,0.75,0.2047,0.2619,0.3915,0.6667,0.4773,NuSVCsigmoid
0.2772,0.8233,0.168,0.2754,0.3715,0.6667,0.4957,NuSVCsigmoid
0.22,0.93,0.078,0.2844,0.2693,1.0,0.504,NuSVCsigmoid
0.2117,0.85,0.084,0.2644,0.2672,0.6667,0.467,NuSVCsigmoid
0.6217,0.9381,0.5254,0.5366,0.702,1.0,0.7317,NuSVCsigmoid
0.4161,0.7786,0.3058,0.3834,0.4873,1.0,0.5422,NuSVCsigmoid
0.5517,0.5905,0.5399,0.3807,0.5645,1.0,0.5652,NuSVCsigmoid
0.2222,0.8286,0.0377,0.3321,0.1767,0.8333,0.4331,NuSVCsigmoid
0.3194,0.631,0.2246,0.3016,0.3759,0.6667,0.4278,NuSVCsigmoid
0.3883,0.6667,0.3036,0.3371,0.4497,0.5,0.4851,NuSVCsigmoid
0.34,0.969,0.1486,0.4066,0.3794,1.0,0.5588,NuSVCsigmoid
0.2678,0.9738,0.0529,0.383,0.2252,1.0,0.5134,NuSVCsigmoid
0.3928,0.7357,0.2884,0.3612,0.4606,1.0,0.5121,NuSVCsigmoid
0.9475,0.1111,0.9915,0.1745,0.3317,0.0,0.5513,NuSVCsigmoid
0.3175,0.8889,0.2874,0.1152,0.5054,1.0,0.5882,NuSVCsigmoid
0.2203,0.9389,0.1825,0.1075,0.4138,1.0,0.5607,NuSVCsigmoid
0.0494,0.9778,0.0006,0.0933,0.0194,1.0,0.4892,NuSVCsigmoid
0.0994,0.85,0.0599,0.0862,0.2257,1.0,0.455,NuSVCsigmoid
0.0783,0.9944,0.0301,0.0974,0.173,1.0,0.5123,NuSVCsigmoid
0.0481,0.95,0.0006,0.0907,0.0192,1.0,0.4753,NuSVCsigmoid
0.0472,0.9444,0.0,0.0902,0.0,1.0,0.4722,NuSVCsigmoid
0.0483,0.9667,0.0,0.0922,0.0,1.0,0.4833,NuSVCsigmoid
0.3769,0.95,0.3248,0.2027,0.5554,1.0,0.6374,NuSVCsigmoid
0.1431,1.0,0.0652,0.1628,0.2547,1.0,0.5326,NuSVCsigmoid
0.3508,0.7167,0.3176,0.1554,0.477,0.6667,0.5171,NuSVCsigmoid
0.1297,0.7667,0.0718,0.128,0.2346,1.0,0.4192,NuSVCsigmoid
0.1281,0.7367,0.0727,0.1234,0.2315,0.5,0.4047,NuSVCsigmoid
0.2689,0.8067,0.22,0.1553,0.4213,1.0,0.5133,NuSVCsigmoid
0.0653,0.7833,0.0,0.1225,0.0,1.0,0.3917,NuSVCsigmoid
0.2892,0.9267,0.2312,0.1785,0.4627,1.0,0.5789,NuSVCsigmoid
0.1467,0.6467,0.1012,0.1121,0.2556,1.0,0.3739,NuSVCsigmoid
0.4125,0.9,0.3481,0.2633,0.5597,1.0,0.6241,NuSVCsigmoid
0.5136,0.5786,0.505,0.2172,0.5405,0.1667,0.5418,NuSVCsigmoid
0.1678,0.8024,0.084,0.1836,0.2595,0.8333,0.4432,NuSVCsigmoid
0.3164,0.9595,0.2314,0.2467,0.4712,1.0,0.5955,NuSVCsigmoid
0.3794,1.0,0.2975,0.2733,0.5454,1.0,0.6487,NuSVCsigmoid
0.4214,0.6071,0.3969,0.1966,0.4907,0.5,0.502,NuSVCsigmoid
0.4797,0.4976,0.4774,0.1824,0.4872,0.6667,0.4875,NuSVCsigmoid
0.1156,0.9619,0.0038,0.2024,0.0602,1.0,0.4828,NuSVCsigmoid
0.4036,0.6524,0.3708,0.2033,0.4916,0.5,0.5116,NuSVCsigmoid
0.2819,1.0,0.2442,0.1222,0.4941,1.0,0.6221,NuSVCsigmoid
0.1119,0.9278,0.069,0.0946,0.2529,1.0,0.4984,NuSVCsigmoid
0.0467,0.8556,0.0041,0.0824,0.0577,1.0,0.4298,NuSVCsigmoid
0.0875,0.9944,0.0398,0.0983,0.1987,1.0,0.5171,NuSVCsigmoid
0.0814,0.9944,0.0333,0.0977,0.1818,1.0,0.5139,NuSVCsigmoid
0.0633,0.9889,0.0146,0.0955,0.1202,1.0,0.5018,NuSVCsigmoid
0.0497,0.9556,0.002,0.0914,0.044,1.0,0.4788,NuSVCsigmoid
0.1686,0.9833,0.1257,0.1058,0.3516,1.0,0.5545,NuSVCsigmoid
0.1228,1.0,0.0766,0.1023,0.2767,1.0,0.5383,NuSVCsigmoid
0.3886,0.9467,0.3379,0.2051,0.5656,1.0,0.6423,NuSVCsigmoid
0.3817,0.9933,0.3261,0.2112,0.5691,1.0,0.6597,NuSVCsigmoid
0.3828,0.83,0.3421,0.1831,0.5329,0.6667,0.5861,NuSVCsigmoid
0.1908,0.98,0.1191,0.168,0.3416,0.5,0.5495,NuSVCsigmoid
0.1186,0.8933,0.0482,0.1445,0.2074,1.0,0.4708,NuSVCsigmoid
0.1978,0.77,0.1458,0.1379,0.3349,0.5,0.4579,NuSVCsigmoid
0.1561,0.93,0.0858,0.1552,0.2823,0.6667,0.5079,NuSVCsigmoid
0.2353,0.8733,0.1773,0.1599,0.3935,1.0,0.5253,NuSVCsigmoid
0.12,0.7467,0.063,0.1239,0.2169,0.5,0.4048,NuSVCsigmoid
0.515,0.9167,0.4619,0.3061,0.6507,0.8333,0.6893,NuSVCsigmoid
0.1111,0.5571,0.0522,0.1276,0.1704,0.8333,0.3047,NuSVCsigmoid
0.1911,0.769,0.1148,0.1816,0.2971,0.5,0.4419,NuSVCsigmoid
0.2972,0.9214,0.2148,0.2343,0.4447,1.0,0.5681,NuSVCsigmoid
0.2528,0.8524,0.1736,0.2102,0.3847,0.8333,0.513,NuSVCsigmoid
0.1453,0.9548,0.0384,0.2068,0.1911,1.0,0.4966,NuSVCsigmoid
0.3006,0.9048,0.2208,0.2319,0.4469,0.8333,0.5628,NuSVCsigmoid
0.1892,0.8762,0.0984,0.2014,0.2936,0.8333,0.4873,NuSVCsigmoid
0.1475,0.981,0.0374,0.2117,0.1916,1.0,0.5092,NuSVCsigmoid
0.9347,0.0389,0.9819,0.0552,0.1903,0.0,0.5104,NuSVCsigmoid
0.1064,0.9444,0.0623,0.0956,0.2424,1.0,0.5034,NuSVCsigmoid
0.1131,0.8889,0.0722,0.0911,0.2534,0.8333,0.4806,NuSVCsigmoid
0.06,0.9722,0.012,0.0937,0.1072,1.0,0.4921,NuSVCsigmoid
0.0522,0.9833,0.0032,0.094,0.0561,1.0,0.4933,NuSVCsigmoid
0.0786,0.9778,0.0313,0.0959,0.1744,1.0,0.5045,NuSVCsigmoid
0.05,1.0,0.0,0.0952,0.0,1.0,0.5,NuSVCsigmoid
0.0511,0.9778,0.0023,0.0934,0.0476,1.0,0.4901,NuSVCsigmoid
0.0556,1.0,0.0058,0.0957,0.0764,1.0,0.5029,NuSVCsigmoid
0.4553,0.98,0.4076,0.2307,0.632,1.0,0.6938,NuSVCsigmoid
0.1528,0.8533,0.0891,0.1437,0.2757,0.3333,0.4712,NuSVCsigmoid
0.2983,0.87,0.2464,0.1713,0.463,1.0,0.5582,NuSVCsigmoid
0.1783,0.93,0.11,0.1587,0.3194,0.6667,0.52,NuSVCsigmoid
0.1681,0.85,0.1061,0.1455,0.3001,1.0,0.478,NuSVCsigmoid
0.1283,0.8867,0.0594,0.145,0.2294,1.0,0.473,NuSVCsigmoid
0.1872,0.8967,0.1227,0.1553,0.3317,1.0,0.5097,NuSVCsigmoid
0.2967,0.8133,0.2497,0.1616,0.4505,0.3333,0.5315,NuSVCsigmoid
0.0942,0.9167,0.0194,0.1443,0.1333,1.0,0.468,NuSVCsigmoid
0.6767,0.9524,0.6403,0.4073,0.7808,0.5,0.7963,NuSVCsigmoid
0.3803,0.7619,0.3299,0.223,0.5013,0.1667,0.5459,NuSVCsigmoid
0.2931,0.7714,0.2299,0.203,0.4211,1.0,0.5007,NuSVCsigmoid
0.2236,0.8667,0.1387,0.2066,0.3466,1.0,0.5027,NuSVCsigmoid
0.2447,0.8024,0.1711,0.1985,0.3702,1.0,0.4867,NuSVCsigmoid
0.3453,0.8857,0.2739,0.2399,0.4924,0.6667,0.5798,NuSVCsigmoid
0.2903,0.8881,0.2113,0.2261,0.4329,0.5,0.5497,NuSVCsigmoid
0.1428,0.9357,0.0381,0.203,0.1887,1.0,0.4869,NuSVCsigmoid
0.3028,0.7881,0.2387,0.2086,0.4335,0.5,0.5134,NuSVCsigmoid
0.9622,0.6222,1.0,0.7664,0.7884,0.5,0.8111,NuSVC
0.5283,0.2111,0.5636,0.082,0.3438,0.3333,0.3873,NuSVC
0.6728,0.2333,0.7216,0.1246,0.4081,0.3333,0.4775,NuSVC
0.3661,0.5722,0.3432,0.1529,0.4429,1.0,0.4577,NuSVC
0.7656,0.1056,0.8389,0.0819,0.2911,0.0,0.4722,NuSVC
0.5522,0.0833,0.6043,0.0361,0.2226,0.1667,0.3438,NuSVC
0.4889,0.4444,0.4938,0.148,0.4667,1.0,0.4691,NuSVC
0.7067,0.5111,0.7284,0.2581,0.6096,1.0,0.6198,NuSVC
0.64,0.4611,0.6599,0.2039,0.5516,0.6667,0.5605,NuSVC
0.9756,0.88,0.9947,0.9228,0.9354,0.1667,0.9373,NuSVC
0.545,0.4267,0.5687,0.2378,0.4917,0.8333,0.4977,NuSVC
